"hgnc_symbol"	"chromosome_name"
"ADCY3"	"2"
"ADCY4"	"14"
"ADCY4"	"CHR_HG1_PATCH"
"ADCY5"	"3"
"ADCY6"	"12"
"ADCY7"	"16"
"ADCY9"	"16"
"ADCYAP1"	"18"
"ADCYAP1R1"	"7"
"ADD2"	"2"
"ADGB"	"6"
"ADH1A"	"4"
"ADH4"	"4"
"ADH6"	"4"
"ADHFE1"	"8"
"ADI1"	"CHR_HSCHR2_1_CTG1"
"ADI1"	"2"
"ADIPOQ"	"3"
"ADIPOR1"	"1"
"ADIPOR2"	"12"
"ADIPOR2"	"CHR_HG1815_PATCH"
"ADIRF"	"10"
"ADM"	"11"
"ADM2"	"22"
"ADM5"	"19"
"ADNP2"	"18"
"ADO"	"10"
"ADORA1"	"1"
"ADORA2A"	"22"
"ADORA2A-AS1"	"22"
"ADORA2B"	"17"
"ADORA3"	"1"
"ADPGK-AS1"	"15"
"ADPRH"	"3"
"ADPRHL1"	"13"
"ADPRM"	"17"
"ADRA1A"	"8"
"ADRA1B"	"5"
"ADRA1D"	"20"
"ADRA2A"	"10"
"ADRA2B"	"2"
"ADRA2C"	"4"
"ADRB1"	"10"
"ADRB2"	"5"
"ADRB3"	"8"
"ADTRP"	"6"
"AEBP2"	"12"
"AEN"	"15"
"AFAP1-AS1"	"4"
"AFAP1L1"	"5"
"AFAP1L2"	"10"
"AFF1"	"4"
"AFF2"	"X"
"AFF3"	"2"
"AFF4"	"5"
"AFG3L1P"	"16"
"AFMID"	"17"
"AFP"	"4"
"AFTPH"	"2"
"AGA"	"4"
"AGAP1"	"2"
"AGAP11"	"10"
"AGAP2"	"12"
"AGAP3"	"7"
"AGAP4"	"10"
"AGAP5"	"10"
"AGAP6"	"10"
"AGAP9"	"10"
"AGBL2"	"11"
"AGBL2"	"CHR_HG2114_PATCH"
"AGBL3"	"7"
"AGBL4"	"1"
"AGBL5"	"2"
"AGER"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"AGER"	"6"
"AGER"	"CHR_HSCHR6_MHC_APD_CTG1"
"AGER"	"CHR_HSCHR6_MHC_MCF_CTG1"
"AGER"	"CHR_HSCHR6_MHC_MANN_CTG1"
"AGER"	"CHR_HSCHR6_MHC_QBL_CTG1"
"AGER"	"CHR_HSCHR6_MHC_COX_CTG1"
"AGFG2"	"7"
"AGGF1"	"5"
"AGMO"	"7"
"AGO1"	"1"
"AGO3"	"1"
"AGO4"	"1"
"AGPAT1"	"6"
"AGPAT1"	"CHR_HSCHR6_MHC_MCF_CTG1"
"AGPAT1"	"CHR_HSCHR6_MHC_APD_CTG1"
"AGPAT1"	"CHR_HSCHR6_MHC_MANN_CTG1"
"AGPAT1"	"CHR_HSCHR6_MHC_COX_CTG1"
"AGPAT1"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"AGPAT1"	"CHR_HSCHR6_MHC_QBL_CTG1"
"AGPAT2"	"9"
"AGPAT3"	"21"
"AGPAT4"	"6"
"AGTPBP1"	"9"
"AGTR1"	"3"
"AGTR2"	"X"
"AGTRAP"	"1"
"AGXT"	"2"
"AHCYL2"	"7"
"AHDC1"	"1"
"AHI1"	"6"
"AHR"	"7"
"AHRR"	"5"
"UFD1"	"22"
"UFL1"	"6"
"UFM1"	"13"
"UFSP2"	"4"
"UGDH"	"4"
"UGGT1"	"2"
"UGP2"	"2"
"UMPS"	"3"
"UNC13D"	"17"
"UNC45A"	"15"
"UNC93B1"	"11"
"UPF1"	"19"
"UPF2"	"10"
"UPF3B"	"X"
"UPRT"	"X"
"UQCC1"	"20"
"UQCC2"	"6"
"UQCR10"	"22"
"UQCR11"	"19"
"UQCRB"	"8"
"UQCRC1"	"3"
"UQCRC2"	"16"
"UQCRFS1"	"19"
"UQCRH"	"1"
"UQCRQ"	"5"
"URB1"	"21"
"URB2"	"1"
"URM1"	"9"
"UROD"	"1"
"USE1"	"19"
"USH1C"	"11"
"USO1"	"4"
"USP10"	"16"
"USP11"	"X"
"USP14"	"18"
"USP15"	"12"
"USP24"	"1"
"USP39"	"2"
"USP4"	"3"
"USP47"	"11"
"USP5"	"12"
"USP7"	"16"
"USP8"	"15"
"USP9X"	"X"
"USP9Y"	"Y"
"UTP14A"	"X"
"UTP15"	"5"
"UTP18"	"17"
"UTP20"	"12"
"UTP4"	"CHR_HSCHR16_2_CTG3_1"
"UTP4"	"16"
"UTRN"	"6"
"UXT"	"X"
"VAC14"	"16"
"VAMP3"	"1"
"VAMP7"	"X"
"VAMP8"	"2"
"VAPA"	"18"
"VAPB"	"20"
"VASP"	"19"
"VAT1"	"17"
"VAV2"	"9"
"VBP1"	"X"
"VCAN"	"5"
"VCL"	"10"
"VCP"	"9"
"VCPIP1"	"8"
"VDAC1"	"5"
"VDAC2"	"10"
"VDAC3"	"8"
"VIL1"	"2"
"VILL"	"3"
"VIM"	"10"
"VKORC1"	"16"
"VKORC1L1"	"7"
"VMA21"	"X"
"VPS11"	"11"
"VPS11"	"CHR_HG2217_PATCH"
"VPS13A"	"9"
"VPS13C"	"15"
"VPS16"	"20"
"VPS18"	"15"
"VPS25"	"17"
"VPS26A"	"10"
"VPS26B"	"11"
"VPS28"	"8"
"VPS28"	"CHR_HG2419_PATCH"
"VPS29"	"12"
"VPS33A"	"12"
"VPS33B"	"15"
"VPS35"	"16"
"VPS36"	"13"
"VPS37B"	"12"
"VPS41"	"7"
"VPS45"	"1"
"VPS4A"	"16"
"VPS4B"	"18"
"VPS50"	"7"
"VPS51"	"11"
"VPS52"	"CHR_HSCHR6_MHC_DBB_CTG1"
"VPS52"	"CHR_HSCHR6_MHC_MANN_CTG1"
"VPS52"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"VPS52"	"CHR_HSCHR6_MHC_COX_CTG1"
"VPS52"	"CHR_HSCHR6_MHC_QBL_CTG1"
"VPS52"	"CHR_HSCHR6_MHC_MCF_CTG1"
"VPS52"	"6"
"VPS53"	"17"
"VPS53"	"CHR_HG2285_HG106_HG2252_PATCH"
"VRK1"	"14"
"VSIG4"	"X"
"VTA1"	"6"
"VTI1B"	"14"
"VTN"	"17"
"VWA1"	"1"
"VWA5A"	"11"
"VWA8"	"13"
"VWF"	"12"
"WAPL"	"10"
"WARS2"	"1"
"WAS"	"X"
"WASF2"	"1"
"WASHC1"	"9"
"WASHC3"	"12"
"WASHC4"	"12"
"WASHC5"	"8"
"WASL"	"7"
"WBP11"	"12"
"WBP2"	"17"
"WDFY1"	"2"
"WDR1"	"4"
"WDR11"	"10"
"WDR12"	"2"
"WDR13"	"X"
"WDR18"	"19"
"WDR26"	"1"
"WDR3"	"1"
"WDR36"	"5"
"WDR4"	"21"
"WDR43"	"2"
"WDR44"	"X"
"WDR45"	"X"
"WDR5"	"9"
"WDR61"	"15"
"WDR74"	"11"
"WDR75"	"2"
"WDR77"	"1"
"WDR82"	"3"
"WFS1"	"4"
"WRNIP1"	"6"
"WTAP"	"6"
"WWC3"	"X"
"XAB2"	"19"
"XIAP"	"X"
"XPC"	"3"
"XPNPEP1"	"10"
"XPNPEP2"	"X"
"XPNPEP3"	"22"
"XPO1"	"2"
"XPO4"	"13"
"XPO5"	"6"
"XPO7"	"8"
"XPOT"	"12"
"XRCC1"	"19"
"XRCC4"	"5"
"XRCC5"	"2"
"XRCC6"	"22"
"XRN1"	"3"
"XRN2"	"20"
"YARS2"	"12"
"YBX1"	"1"
"YBX3"	"12"
"YIPF4"	"2"
"YIPF5"	"5"
"YIPF6"	"X"
"YKT6"	"7"
"YLPM1"	"14"
"YME1L1"	"10"
"YTHDF2"	"1"
"YTHDF3"	"8"
"YWHAB"	"20"
"YWHAE"	"CHR_HSCHR17_2_CTG2"
"YWHAE"	"17"
"YWHAG"	"7"
"YWHAH"	"22"
"YWHAQ"	"2"
"YWHAZ"	"8"
"ZADH2"	"18"
"ZBED1"	"X"
"ZBTB7A"	"19"
"ZC3H11A"	"1"
"ZC3H13"	"13"
"ZC3H14"	"14"
"ZC3H15"	"2"
"ZC3H4"	"19"
"ZC3HAV1"	"7"
"ZC3HAV1L"	"7"
"ZCCHC8"	"12"
"ZFPL1"	"11"
"ZFR"	"5"
"ZG16"	"16"
"ZMPSTE24"	"1"
"ZMYM3"	"X"
"ZNF185"	"X"
"ZNF207"	"17"
"ZNF280C"	"X"
"ZNF326"	"1"
"ZNF638"	"2"
"ZNF706"	"8"
"ZPR1"	"11"
"ZW10"	"11"
"ZYX"	"7"
"ZYX"	"CHR_HG708_PATCH"
"ZZEF1"	"17"
"AICDA"	"12"
"AIF1L"	"9"
"AIFM2"	"10"
"AIFM3"	"22"
"AIG1"	"6"
"AIM2"	"1"
"AIPL1"	"17"
"AIRE"	"21"
"AJAP1"	"1"
"AJUBA"	"14"
"AK5"	"1"
"AK7"	"14"
"AK8"	"9"
"AKAP10"	"17"
"AKAP11"	"13"
"AKAP14"	"X"
"AKAP3"	"12"
"AKAP4"	"X"
"AKAP5"	"14"
"AKAP6"	"14"
"AKAP7"	"6"
"AKAP8"	"19"
"AKIP1"	"11"
"AKIRIN1"	"1"
"AKIRIN2"	"6"
"AKNA"	"9"
"AKNAD1"	"1"
"AKR1B10"	"7"
"AKR1B15"	"7"
"AKR1C1"	"10"
"AKR1C2"	"10"
"AKR1C4"	"10"
"AKR1E2"	"10"
"AKR7A2P1"	"1"
"AKR7A2P1"	"CHR_HG2104_PATCH"
"AKR7L"	"1"
"AKT2"	"19"
"AKT3"	"CHR_HSCHR1_3_CTG32_1"
"AKT3"	"1"
"AKTIP"	"16"
"ALAS1"	"3"
"ALAS2"	"X"
"ALDH1A2"	"15"
"ALDH1A3"	"15"
"ALDH1L1"	"3"
"ALDH1L1-AS2"	"3"
"ALDH3A1"	"17"
"ALDH3B1"	"11"
"ALDH3B2"	"11"
"ALDH8A1"	"6"
"ALG10"	"12"
"ALG10B"	"12"
"ALG11"	"13"
"ALG12"	"22"
"ALG14"	"1"
"ALG1L"	"3"
"ALG1L2"	"3"
"ALG1L9P"	"11"
"ALG6"	"1"
"ALG8"	"11"
"ALG9"	"11"
"ALKBH1"	"14"
"ALKBH2"	"12"
"ALKBH3"	"11"
"ALKBH4"	"7"
"ALKBH5"	"17"
"ALKBH6"	"19"
"ALKBH7"	"19"
"ALKBH8"	"11"
"ALMS1"	"2"
"ALOX12"	"17"
"ALOX12B"	"17"
"ALOX12P2"	"17"
"ALOX15"	"17"
"ALOX15B"	"17"
"ALOX15P1"	"17"
"ALOXE3"	"17"
"ALPI"	"2"
"ALPK1"	"4"
"ALPK2"	"18"
"ALPK3"	"15"
"ALPL"	"1"
"ALPP"	"2"
"ALS2"	"2"
"ALS2CL"	"3"
"ALX3"	"1"
"AMBRA1"	"11"
"AMD1"	"6"
"AMDHD1"	"12"
"AMDHD2"	"16"
"AMELX"	"X"
"AMELY"	"Y"
"AMER1"	"X"
"AMFR"	"16"
"AMH"	"19"
"AMIGO1"	"1"
"AMIGO2"	"12"
"AMIGO3"	"3"
"AMMECR1"	"X"
"AMMECR1L"	"2"
"AMN"	"14"
"AMN1"	"12"
"AMOT"	"X"
"AMOTL1"	"11"
"AMOTL2"	"3"
"AMPD1"	"1"
"AMPH"	"7"
"AMT"	"3"
"AMY1A"	"1"
"AMY2A"	"1"
"AMY2B"	"1"
"AMZ1"	"7"
"AMZ2"	"17"
"AMZ2P1"	"17"
"ANAPC10"	"4"
"ANAPC11"	"17"
"ANAPC13"	"3"
"ANAPC15"	"11"
"ANAPC16"	"10"
"ANAPC1P1"	"2"
"ANAPC2"	"9"
"ANAPC4"	"4"
"ANAPC5"	"12"
"ANGEL1"	"14"
"ANGEL2"	"1"
"ANGPT1"	"8"
"ANGPT2"	"8"
"ANGPTL1"	"1"
"ANGPTL2"	"9"
"ANGPTL3"	"1"
"ANGPTL4"	"19"
"ANGPTL6"	"19"
"ANGPTL7"	"1"
"ANK1"	"8"
"ANK2"	"4"
"ANKAR"	"2"
"ANKDD1A"	"15"
"ANKDD1B"	"5"
"ANKEF1"	"20"
"ANKFN1"	"17"
"ANKH"	"5"
"ANKHD1"	"5"
"ANKHD1-EIF4EBP3"	"5"
"ANKIB1"	"7"
"ANKK1"	"11"
"ANKLE1"	"19"
"ANKLE2"	"12"
"ANKMY1"	"2"
"ANKMY2"	"7"
"ANKRA2"	"5"
"ANKRD1"	"10"
"ANKRD10"	"13"
"ANKRD11"	"16"
"ANKRD12"	"18"
"ANKRD13A"	"12"
"ANKRD13B"	"17"
"ANKRD13C"	"1"
"ANKRD13D"	"11"
"ANKRD16"	"10"
"ANKRD17"	"4"
"ANKRD18A"	"9"
"ANKRD18B"	"9"
"ANKRD19P"	"9"
"ANKRD2"	"10"
"ANKRD20A1"	"9"
"ANKRD20A4"	"9"
"ANKRD20A5P"	"18"
"ANKRD20A9P"	"13"
"ANKRD20A9P"	"CHR_HSCHR13_1_CTG3"
"ANKRD23"	"2"
"ANKRD24"	"19"
"ANKRD26"	"10"
"ANKRD27"	"19"
"ANKRD29"	"18"
"ANKRD30B"	"18"
"ANKRD30BP2"	"21"
"ANKRD31"	"5"
"ANKRD33"	"12"
"ANKRD33B"	"5"
"ANKRD34A"	"1"
"ANKRD35"	"1"
"ANKRD36"	"2"
"ANKRD36B"	"2"
"ANKRD36BP1"	"1"
"ANKRD36BP2"	"2"
"ANKRD37"	"4"
"ANKRD39"	"2"
"ANKRD40"	"17"
"ANKRD42"	"11"
"ANKRD44"	"2"
"ANKRD45"	"1"
"ANKRD46"	"8"
"ANKRD49"	"11"
"ANKRD50"	"4"
"ANKRD52"	"12"
"ANKRD53"	"2"
"ANKRD54"	"22"
"ANKRD55"	"5"
"ANKRD6"	"6"
"ANKRD61"	"7"
"ANKRD65"	"1"
"ANKRD9"	"14"
"ANKS1A"	"6"
"ANKS1B"	"12"
"ANKS3"	"16"
"ANKS4B"	"16"
"ANKS4B"	"CHR_HG926_PATCH"
"ANKS6"	"9"
"ANKZF1"	"2"
"ANLN"	"7"
"ANO1"	"11"
"ANO2"	"12"
"ANO4"	"CHR_HSCHR12_3_CTG2_1"
"ANO4"	"12"
"ANO5"	"11"
"ANO7"	"2"
"ANO8"	"19"
"ANO9"	"11"
"ANP32AP1"	"15"
"ANTXR1"	"2"
"ANTXR2"	"4"
"ANXA10"	"4"
"ANXA2P1"	"4"
"ANXA2P2"	"9"
"ANXA2R"	"5"
"ANXA8"	"10"
"ANXA9"	"1"
"AOAH"	"7"
"AOC2"	"17"
"AOX1"	"2"
"AP1AR"	"4"
"AP1S3"	"2"
"AP3B2"	"15"
"AP3M2"	"8"
"AP3S2"	"15"
"AP4B1"	"1"
"AP4B1-AS1"	"1"
"AP4E1"	"15"
"AP4M1"	"7"
"AP4S1"	"14"
"AP5B1"	"11"
"AP5M1"	"14"
"AP5S1"	"20"
"AP5Z1"	"7"
"APBA1"	"9"
"APBA1"	"CHR_HSCHR9_1_CTG2"
"APBA2"	"15"
"APBA2"	"CHR_HSCHR15_4_CTG8"
"APBA3"	"19"
"APBB1"	"11"
"APBB1IP"	"10"
"APBB2"	"4"
"APBB3"	"5"
"APC"	"5"
"APC2"	"19"
"APCDD1"	"18"
"APCDD1L"	"20"
"APEX2"	"X"
"APH1A"	"1"
"APH1B"	"15"
"APIP"	"11"
"APLF"	"2"
"APLN"	"X"
"APLNR"	"11"
"APLP1"	"19"
"APLP2"	"11"
"APOBEC1"	"12"
"APOBEC2"	"6"
"APOBEC3A"	"22"
"APOBEC3A"	"CHR_HSCHR22_1_CTG2"
"APOBEC3B"	"22"
"APOBEC3C"	"22"
"APOBEC3D"	"22"
"APOBEC3F"	"22"
"APOBEC3G"	"22"
"APOBEC3H"	"22"
"APOBEC4"	"1"
"APOC1"	"19"
"APOC1P1"	"19"
"APOC2"	"19"
"APOC4"	"19"
"APOD"	"3"
"APOL1"	"22"
"APOL3"	"22"
"APOL4"	"22"
"APOL6"	"22"
"APOLD1"	"12"
"APOM"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"APOM"	"6"
"APOM"	"CHR_HSCHR6_MHC_QBL_CTG1"
"APOM"	"CHR_HSCHR6_MHC_MANN_CTG1"
"APOM"	"CHR_HSCHR6_MHC_COX_CTG1"
"APOM"	"CHR_HSCHR6_MHC_MCF_CTG1"
"APOM"	"CHR_HSCHR6_MHC_DBB_CTG1"
"APPBP2"	"17"
"APTX"	"9"
"AQP1"	"7"
"AQP11"	"11"
"AQP12A"	"2"
"AQP12B"	"2"
"AQP3"	"9"
"AQP4-AS1"	"18"
"AQP5"	"12"
"AQP6"	"12"
"AQP7"	"9"
"AQP7P1"	"9"
"AQP7P3"	"9"
"AQP8"	"16"
"AQP9"	"15"
"AR"	"X"
"ARAP2"	"4"
"ARAP3"	"5"
"ARC"	"8"
"AREG"	"4"
"ARF1"	"1"
"ARF3"	"12"
"ARFRP1"	"20"
"ARG1"	"6"
"ARG2"	"14"
"ARGFXP2"	"17"
"ARGLU1"	"13"
"ARHGAP10"	"4"
"ARHGAP11A"	"15"
"ARHGAP11A"	"CHR_HSCHR15_4_CTG8"
"ARHGAP11B"	"15"
"ARHGAP12"	"10"
"ARHGAP15"	"2"
"ARHGAP19"	"10"
"ARHGAP20"	"11"
"ARHGAP21"	"10"
"ARHGAP22"	"10"
"ARHGAP23"	"17"
"ARHGAP23"	"CHR_HSCHR17_7_CTG4"
"ARHGAP24"	"4"
"ARHGAP26"	"5"
"ARHGAP28"	"18"
"ARHGAP29"	"1"
"ARHGAP30"	"1"
"ARHGAP31"	"3"
"ARHGAP32"	"11"
"ARHGAP33"	"19"
"ARHGAP35"	"19"
"ARHGAP36"	"X"
"ARHGAP39"	"8"
"ARHGAP40"	"20"
"ARHGAP42"	"11"
"ARHGAP44"	"17"
"ARHGAP5"	"14"
"ARHGAP5-AS1"	"14"
"ARHGAP8"	"22"
"ARHGAP9"	"12"
"ARHGDIG"	"16"
"ARHGEF10"	"8"
"ARHGEF10"	"CHR_HSCHR8_8_CTG1"
"ARHGEF11"	"1"
"ARHGEF12"	"11"
"ARHGEF15"	"17"
"ARHGEF17"	"11"
"ARHGEF18"	"19"
"ARHGEF19"	"1"
"ARHGEF25"	"12"
"ARHGEF26"	"CHR_HSCHR3_2_CTG2_1"
"ARHGEF26"	"3"
"ARHGEF26-AS1"	"CHR_HSCHR3_2_CTG2_1"
"ARHGEF26-AS1"	"3"
"ARHGEF28"	"5"
"ARHGEF3"	"3"
"ARHGEF33"	"2"
"ARHGEF35"	"7"
"ARHGEF35"	"CHR_HSCHR7_3_CTG4_4"
"ARHGEF37"	"5"
"ARHGEF38"	"4"
"ARHGEF38-IT1"	"4"
"ARHGEF39"	"9"
"ARHGEF4"	"2"
"ARHGEF40"	"14"
"ARHGEF5"	"7"
"ARHGEF5"	"CHR_HSCHR7_3_CTG4_4"
"ARHGEF9"	"X"
"ARID1B"	"6"
"ARID2"	"12"
"ARID3A"	"19"
"ARID3B"	"15"
"ARID3C"	"9"
"ARID4A"	"14"
"ARID4B"	"1"
"ARID5A"	"2"
"ARID5B"	"10"
"ARIH1"	"15"
"ARIH2"	"3"
"ARIH2OS"	"3"
"ARL10"	"5"
"ARL11"	"13"
"ARL13A"	"X"
"ARL13B"	"3"
"ARL14"	"3"
"ARL14EP"	"11"
"ARL15"	"5"
"ARL16"	"17"
"ARL17A"	"17"
"ARL17B"	"CHR_HSCHR17_2_CTG5"
"ARL17B"	"17"
"ARL17B"	"CHR_HSCHR17_1_CTG5"
"ARL2"	"11"
"ARL2BP"	"16"
"ARL4A"	"7"
"ARL4C"	"2"
"ARL4D"	"17"
"ARL5A"	"2"
"ARL5B"	"10"
"ARL6"	"3"
"ARL6IP4"	"12"
"ARL6IP6"	"2"
"ARL9"	"4"
"ARMC1"	"8"
"ARMC12"	"6"
"ARMC2"	"6"
"ARMC4"	"10"
"ARMC5"	"16"
"ARMC6"	"19"
"ARMC7"	"17"
"ARMC8"	"3"
"ARMCX1"	"X"
"ARMCX2"	"X"
"ARMCX4"	"X"
"ARMCX5"	"X"
"ARMCX5-GPRASP2"	"X"
"ARMCX6"	"X"
"ARNT"	"1"
"ARNT2"	"15"
"ARNTL"	"11"
"ARNTL2"	"12"
"ARPC4-TTLL3"	"3"
"ARPP19"	"15"
"ARRB2"	"17"
"ARRDC1"	"9"
"ARRDC2"	"19"
"ARRDC3"	"5"
"ARRDC3-AS1"	"5"
"ARRDC4"	"15"
"ARRDC5"	"19"
"ARSA"	"22"
"ARSB"	"5"
"ARSF"	"X"
"ARSG"	"17"
"ARSH"	"X"
"ARSI"	"5"
"ARSJ"	"4"
"ARSK"	"5"
"ART3"	"4"
"ART4"	"12"
"ART5"	"11"
"ARTN"	"1"
"ARV1"	"1"
"ARVCF"	"22"
"ARX"	"X"
"AS3MT"	"10"
"ASAH2"	"10"
"ASAH2B"	"10"
"ASAP1"	"8"
"ASAP2"	"2"
"ASAP3"	"1"
"ASAP3"	"CHR_HSCHR1_4_CTG3"
"ASB1"	"2"
"ASB11"	"X"
"ASB12"	"X"
"ASB13"	"10"
"ASB14"	"3"
"ASB16"	"17"
"ASB16-AS1"	"17"
"ASB2"	"CHR_HSCHR14_7_CTG1"
"ASB2"	"14"
"ASB3"	"2"
"ASB4"	"7"
"ASB6"	"9"
"ASB7"	"15"
"ASB8"	"12"
"ASB9P1"	"15"
"ASCC1"	"10"
"ASCL2"	"11"
"ASCL5"	"1"
"ASF1A"	"6"
"ASF1B"	"19"
"ASF1B"	"CHR_HG109_PATCH"
"ASGR1"	"17"
"ASGR2"	"17"
"ASH1L"	"1"
"ASH1L-AS1"	"1"
"ASIC1"	"12"
"ASIC2"	"17"
"ASIC3"	"7"
"ASIC4"	"2"
"ASIP"	"20"
"ASMT"	"X"
"ASMTL-AS1"	"X"
"ASNSD1"	"2"
"ASPA"	"17"
"ASPDH"	"19"
"ASPG"	"14"
"ASPHD1"	"16"
"ASPHD2"	"22"
"ASPM"	"1"
"ASPRV1"	"2"
"ASRGL1"	"11"
"ASTE1"	"3"
"ASTL"	"2"
"ASTN2"	"9"
"ASXL1"	"20"
"ASXL2"	"2"
"ASXL3"	"18"
"ATAD2"	"8"
"ATAD2B"	"2"
"ATAD3B"	"1"
"ATAD3C"	"1"
"ATAD5"	"17"
"ATAT1"	"CHR_HSCHR6_MHC_COX_CTG1"
"ATAT1"	"CHR_HSCHR6_MHC_QBL_CTG1"
"ATAT1"	"CHR_HSCHR6_MHC_MCF_CTG1"
"ATAT1"	"6"
"ATAT1"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"ATAT1"	"CHR_HSCHR6_MHC_DBB_CTG1"
"ATAT1"	"CHR_HSCHR6_MHC_MANN_CTG1"
"ATCAY"	"19"
"ATE1"	"10"
"ATF1"	"12"
"ATF2"	"2"
"ATF3"	"1"
"ATF4"	"22"
"ATF5"	"19"
"ATF6"	"1"
"ATF6B"	"CHR_HSCHR6_MHC_DBB_CTG1"
"ATF6B"	"6"
"ATF6B"	"CHR_HSCHR6_MHC_COX_CTG1"
"ATF6B"	"CHR_HSCHR6_MHC_MCF_CTG1"
"ATF7"	"12"
"ATF7IP"	"12"
"ATF7IP2"	"16"
"ATG10"	"5"
"ATG12"	"5"
"ATG13"	"11"
"ATG14"	"14"
"ATG16L2"	"11"
"ATG2A"	"11"
"ATG2B"	"14"
"ATG4A"	"X"
"ATG4B"	"2"
"ATG4C"	"1"
"ATG4D"	"19"
"ATG9A"	"2"
"ATG9B"	"7"
"ATL1"	"14"
"ATMIN"	"16"
"ATN1"	"12"
"ATOH1"	"4"
"ATOH7"	"10"
"ATOH8"	"2"
"ATP10A"	"15"
"ATP10B"	"5"
"ATP10D"	"4"
"ATP11A"	"13"
"ATP11B"	"3"
"ATP11C"	"X"
"ATP12A"	"13"
"ATP13A2"	"1"
"ATP13A3"	"3"
"ATP13A4"	"3"
"ATP1A2"	"1"
"ATP1A3"	"19"
"ATP1A4"	"1"
"ATP1B2"	"17"
"ATP1B4"	"X"
"ATP2A1"	"16"
"ATP2B3"	"X"
"ATP2C2"	"16"
"ATP6AP1L"	"5"
"ATP6V0A2"	"12"
"ATP6V0A4"	"7"
"ATP6V0B"	"1"
"ATP6V0C"	"16"
"ATP6V0D2"	"8"
"ATP6V0E1"	"5"
"ATP6V0E2"	"7"
"ATP6V0E2-AS1"	"7"
"ATP6V1B1"	"2"
"ATP6V1C2"	"2"
"ATP6V1E2"	"2"
"ATP6V1G2"	"CHR_HSCHR6_MHC_COX_CTG1"
"ATP6V1G2"	"6"
"ATP6V1G2"	"CHR_HSCHR6_MHC_SSTO_CTG1"
"ATP6V1G2"	"CHR_HSCHR6_MHC_DBB_CTG1"
"ATP6V1G2"	"CHR_HSCHR6_MHC_MANN_CTG1"
"ATP6V1G2"	"CHR_HSCHR6_MHC_QBL_CTG1"
"ATP6V1G2"	"CHR_HSCHR6_MHC_MCF_CTG1"
"ATP6V1G2-DDX39B"	"6"
"ATP7B"	"13"
"ATP8A1"	"4"
"ATP8A2"	"13"
"ATP8B2"	"1"
"ATP8B3"	"19"
"ATP8B4"	"15"
"ATP8B5P"	"9"
"ATP9B"	"CHR_HSCHR18_2_CTG2_1"
"ATP9B"	"CHR_HSCHR18_ALT2_CTG2_1"
"ATP9B"	"18"
"ATPAF2"	"17"
"ATR"	"3"
"ATRAID"	"2"
"ATRIP"	"3"
"ATRN"	"20"
"ATRNL1"	"10"
"ATXN1"	"6"
"ATXN1L"	"16"
"ATXN2"	"12"
"ATXN3"	"14"
"ATXN3L"	"X"
"ATXN7"	"3"
"ATXN7L1"	"7"
"ATXN7L2"	"1"
"ATXN7L3"	"17"
"ATXN7L3B"	"12"
"AUNIP"	"1"
"AURKA"	"20"
"AURKAIP1"	"1"
"AURKB"	"17"
"AURKC"	"19"
"AUTS2"	"7"
"AVIL"	"12"
"AVPI1"	"10"
"AVPR1A"	"12"
"AVPR2"	"X"
"AWAT1"	"X"
"AWAT2"	"X"
"AXDND1"	"1"
"AXIN1"	"16"
"AXIN2"	"17"
"AXL"	"19"
"AZGP1P1"	"7"
"AZI2"	"3"
"AZIN1"	"8"
"B3GALNT1"	"3"
"B3GALNT2"	"1"
"B3GALNT2"	"CHR_HSCHR1_5_CTG32_1"
"B3GALT1"	"2"
"B3GALT2"	"1"
"B3GALT4"	"CHR_HSCHR6_MHC_DBB_CTG1"
"B3GALT4"	"CHR_HSCHR6_MHC_COX_CTG1"
"B3GALT4"	"CHR_HSCHR6_MHC_QBL_CTG1"
"B3GALT4"	"CHR_HSCHR6_MHC_MCF_CTG1"
"B3GALT4"	"6"
"B3GALT5"	"21"
"B3GALT6"	"1"
"B3GAT1"	"11"
"B3GAT2"	"6"
"B3GAT3"	"11"
"B3GNT2"	"2"
"B3GNT4"	"12"
"B3GNT5"	"3"
"B3GNT6"	"11"
"B3GNT7"	"2"
"B3GNT8"	"19"
"B3GNT9"	"16"
"B3GNTL1"	"17"
"B3GNTL1"	"CHR_HSCHR17_1_CTG9"
"B4GALNT1"	"12"
"B4GALNT2"	"17"
"B4GALNT3"	"12"
"B4GALNT4"	"11"
"B4GALT2"	"1"
"B4GALT3"	"1"
"B4GALT4"	"3"
"B4GALT6"	"18"
"B4GALT7"	"5"
"B9D1"	"17"
"B9D2"	"19"
"BAALC"	"8"
"BAAT"	"CHR_HSCHR9_1_CTG5"
"BAAT"	"9"
"BACE1"	"11"
"BACE1-AS"	"11"
"BACE2"	"21"
"BACH1"	"21"
"BACH2"	"6"
"BAD"	"11"
"BAG4"	"8"
"BAHCC1"	"17"
"BAHD1"	"15"
"BAIAP2"	"17"
"BAIAP2L2"	"22"
"BAIAP3"	"16"
"BAMBI"	"10"
"BANK1"	"4"
"BANP"	"16"
"BAP1"	"3"
"BARD1"	"2"
"BARX1"	"9"
"BARX2"	"11"
"BATF"	"14"
